post_id,date,month,weekday,hour,topic,text,label,sentiment_score,followers,likes,retweets,comments,engagement_total
3025,2025-02-15,2,5,12,Entertainment,movie is really classic,positive,0.61,26,3,1,0,4
3026,2025-04-06,4,6,7,Technology,Anyone else think 5G is launch?,neutral,-0.2,504,144,27,7,178
3027,2025-01-23,1,3,14,Food,Can we talk about hotpot? not fresh,negative,-0.84,1604,217,51,45,313
3028,2025-05-23,5,4,6,Entertainment,Can we talk about movie? trailer,neutral,-0.09,2693,183,73,35,291
3029,2025-04-15,4,1,19,Technology,phone is really features,neutral,0.25,395,72,13,6,91
3030,2025-06-28,6,5,13,Technology,Xiaomi is really update,neutral,0.27,1174,148,60,35,243
3031,2025-05-29,5,3,21,Entertainment,anime is really trailer,neutral,-0.19,7,0,0,0,0
3032,2025-05-30,5,4,7,Finance,Anyone else think stocks is market?,neutral,0.03,293,29,10,3,42
3033,2025-02-20,2,3,22,Technology,Can we talk about AI? overpriced,negative,-0.84,2716,564,199,103,866
3034,2025-06-15,6,6,14,Technology,My thoughts on blockchain: amazing,positive,0.39,153,23,7,6,36
3035,2025-06-25,6,2,18,Entertainment,"Marvel today, and it was waste of time",negative,-0.47,1233,254,73,39,366
3036,2025-06-30,6,0,10,Social,Anyone else think inflation is report?,neutral,-0.08,2680,303,66,78,447
3037,2025-06-21,6,5,10,Technology,Anyone else think Tesla is overpriced?,negative,-0.68,552,30,6,3,39
3038,2025-06-07,6,5,23,Social,Anyone else think inflation is anxious?,negative,-0.63,1542,106,41,8,155
3039,2025-06-05,6,3,12,Technology,Just experienced AI - update!,neutral,-0.03,159,23,10,5,38
3040,2025-06-02,6,0,19,Social,Can we talk about health? progress,positive,0.42,725,114,45,29,188
3041,2025-01-03,1,4,22,Food,Just experienced street food - menu!,neutral,-0.22,3716,464,127,128,719
3042,2025-03-18,3,1,23,Entertainment,Just experienced anime - box office!,neutral,-0.17,1501,230,66,61,357
3043,2025-01-01,1,2,21,Entertainment,"game today, and it was incredible",positive,0.36,339,26,6,3,35
3044,2025-03-03,3,0,19,Entertainment,Can we talk about game? incredible,positive,0.83,1717,469,129,47,645
3045,2025-02-21,2,4,15,Technology,"chip today, and it was overhyped",negative,-0.8,4578,784,187,193,1164
3046,2025-05-01,5,3,10,Entertainment,Anyone else think Disney is waste of time?,negative,-0.86,18,0,0,0,0
3047,2025-04-08,4,1,11,Finance,Anyone else think funds is breakthrough?,positive,0.96,11138,2280,429,537,3246
3048,2025-02-22,2,5,12,Entertainment,My thoughts on concert: classic,positive,0.42,559,51,15,5,71
3049,2025-05-29,5,3,22,Social,Anyone else think inflation is improvement?,positive,0.86,2568,117,39,14,170
3050,2025-02-09,2,6,23,Entertainment,Anyone else think movie is box office?,neutral,-0.18,12022,1561,346,372,2279
3051,2025-06-07,6,5,19,Food,street food is really not fresh,negative,-0.64,70,8,3,0,11
3052,2025-05-07,5,2,17,Finance,"economy today, and it was market",neutral,0.06,265,10,2,2,14
3053,2025-03-05,3,2,15,Social,Just experienced environment - expensive!,negative,-0.47,615,133,35,38,206
3054,2025-05-21,5,2,16,Entertainment,Disney is really boring,negative,-0.62,228,60,23,14,97
3055,2025-03-30,3,6,23,Technology,Just experienced blockchain - launch!,neutral,-0.07,35237,9737,1315,952,12004
3056,2025-05-19,5,0,14,Finance,My thoughts on crypto: profit,positive,0.72,197,30,14,3,47
3057,2025-05-09,5,4,10,Entertainment,My thoughts on Marvel: waste of time,negative,-0.57,361,7,1,0,8
3058,2025-04-10,4,3,11,Technology,"blockchain today, and it was overhyped",negative,-0.42,1650,150,63,43,256
3059,2025-06-02,6,0,9,Entertainment,game is really masterpiece,positive,0.67,99,10,4,0,14
3060,2025-05-20,5,1,15,Social,work-life is really improvement,positive,0.3,497,11,2,1,14
3061,2025-04-14,4,0,9,Entertainment,Can we talk about Marvel? amazing,positive,0.45,2069,176,37,27,240
3062,2025-03-28,3,4,18,Social,My thoughts on education: analysis,neutral,-0.19,563,12,4,2,18
3063,2025-06-29,6,6,7,Social,"inflation today, and it was survey",neutral,0.13,909,27,8,5,40
3064,2025-02-25,2,1,18,Finance,Can we talk about investment? wealth,positive,0.46,380,44,19,6,69
3065,2025-01-07,1,1,12,Technology,"chip today, and it was launch",neutral,0.15,53,3,0,0,3
3066,2025-04-01,4,1,17,Finance,Just experienced stocks - rally!,positive,0.9,2086,538,74,99,711
3067,2025-05-26,5,0,17,Social,Anyone else think education is hopeful?,positive,0.51,36675,8563,1253,2383,12199
3068,2025-06-01,6,6,20,Technology,Just experienced robot - amazing!,positive,0.77,1137,84,39,12,135
3069,2025-05-18,5,6,12,Technology,Anyone else think internet is disappointing?,negative,-0.66,1720,22,4,6,32
3070,2025-06-29,6,6,13,Finance,"economy today, and it was portfolio",neutral,-0.29,4382,172,46,15,233
3071,2025-02-04,2,1,14,Technology,5G is really exciting,positive,0.55,86,1,0,0,1
3072,2025-05-01,5,3,10,Technology,internet is really leading,positive,0.35,33025,5080,1569,696,7345
3073,2025-06-26,6,3,19,Finance,Just experienced crypto - breakthrough!,positive,0.37,1643,453,216,43,712
3074,2025-04-10,4,3,19,Finance,Anyone else think stocks is trading?,neutral,0.25,28673,5208,2250,1488,8946
3075,2025-01-13,1,0,9,Entertainment,movie is really release,neutral,0.03,253,63,7,4,74
3076,2025-02-26,2,2,22,Social,Anyone else think pension is hopeful?,positive,0.89,41611,2777,479,386,3642
3077,2025-02-26,2,2,19,Finance,stocks is really recession,negative,-0.45,5168,224,47,48,319
3078,2025-06-30,6,0,23,Social,Anyone else think education is discussion?,neutral,0.23,3314,404,57,97,558
3079,2025-02-06,2,3,6,Technology,Just experienced chip - great!,positive,0.36,1751,400,174,99,673
3080,2025-03-06,3,3,7,Social,Can we talk about education? anxious,negative,-0.46,667,56,23,8,87
3081,2025-03-07,3,4,14,Food,Anyone else think dessert is wait time?,neutral,0.24,12101,254,104,66,424
3082,2025-04-14,4,0,16,Entertainment,Can we talk about Marvel? masterpiece,positive,0.32,1452,19,7,4,30
3083,2025-04-27,4,6,13,Finance,Just experienced crypto - trading!,neutral,0.12,21,1,0,0,1
3084,2025-06-05,6,3,6,Social,Can we talk about health? difficult,negative,-0.82,117,34,4,2,40
3085,2025-02-18,2,1,18,Entertainment,Anyone else think anime is must-watch?,positive,0.43,756,155,54,18,227
3086,2025-04-11,4,4,22,Finance,"bitcoin today, and it was loss",negative,-0.97,2038,574,279,99,952
3087,2025-03-23,3,6,18,Food,My thoughts on boba tea: not fresh,negative,-0.38,979,175,18,51,244
3088,2025-04-10,4,3,6,Technology,My thoughts on Apple: review,neutral,0.16,12555,624,241,93,958
3089,2025-04-13,4,6,19,Finance,"funds today, and it was bullish",positive,0.87,22,5,1,1,7
3090,2025-05-08,5,3,11,Entertainment,My thoughts on game: must-watch,positive,0.41,1461,330,141,40,511
3091,2025-02-07,2,4,16,Technology,My thoughts on Xiaomi: great,positive,0.36,28,2,0,0,2
3092,2025-05-14,5,2,8,Technology,My thoughts on Huawei: review,neutral,0.01,5011,1267,283,187,1737
3093,2025-04-03,4,3,8,Entertainment,Just experienced game - classic!,positive,0.31,907,247,113,32,392
3094,2025-06-06,6,4,10,Technology,Can we talk about chip? breakthrough,positive,0.31,2538,732,255,89,1076
3095,2025-01-22,1,2,14,Technology,Anyone else think GPT is amazing?,positive,0.3,194,51,23,9,83
3096,2025-01-08,1,2,22,Food,Just experienced boba tea - delicious!,positive,0.5,14170,3459,1090,856,5405
3097,2025-05-04,5,6,15,Technology,blockchain is really features,neutral,-0.02,8808,1599,507,355,2461
3098,2025-01-24,1,4,22,Technology,Just experienced phone - exciting!,positive,0.4,3523,256,89,49,394
3099,2025-02-08,2,5,20,Technology,Just experienced Huawei - leading!,positive,0.7,846,219,36,33,288
3100,2025-05-02,5,4,17,Social,My thoughts on pension: expensive,negative,-0.75,3497,493,104,141,738
3101,2025-05-07,5,2,11,Food,Anyone else think boba tea is bad service?,negative,-0.86,266,66,10,8,84
3102,2025-05-15,5,3,16,Technology,Can we talk about Apple? amazing,positive,0.93,6069,1256,506,236,1998
3103,2025-05-15,5,3,14,Technology,Can we talk about chip? great,positive,0.69,29701,1905,923,170,2998
3104,2025-05-19,5,0,22,Entertainment,My thoughts on anime: terrible,negative,-0.63,9332,1570,467,204,2241
3105,2025-01-19,1,6,18,Entertainment,movie is really box office,neutral,-0.11,254,52,22,11,85
3106,2025-01-25,1,5,8,Social,Just experienced transport - unfair!,negative,-0.72,2259,452,51,117,620
3107,2025-04-10,4,3,18,Entertainment,movie is really release,neutral,-0.29,82,2,0,0,2
3108,2025-02-24,2,0,9,Food,My thoughts on boba tea: amazing,positive,0.95,3445,103,43,27,173
3109,2025-03-12,3,2,19,Finance,Can we talk about funds? trading,neutral,0.19,2700,642,303,58,1003
3110,2025-06-12,6,3,21,Finance,Just experienced stocks - crash!,negative,-0.48,26,2,0,0,2
3111,2025-06-10,6,1,21,Entertainment,Anyone else think game is premiere?,neutral,0.13,107,3,0,0,3
3112,2025-06-01,6,6,19,Social,Anyone else think housing is improvement?,positive,0.56,622,33,11,3,47
3113,2025-01-12,1,6,11,Food,coffee is really amazing,positive,0.71,600,171,31,13,215
3114,2025-04-23,4,2,15,Technology,Can we talk about 5G? update,neutral,-0.28,97,1,0,0,1
3115,2025-03-21,3,4,6,Finance,"funds today, and it was analysis",neutral,0.03,2387,342,133,59,534
3116,2025-01-01,1,2,10,Entertainment,My thoughts on anime: masterpiece,positive,0.58,1813,371,103,107,581
3117,2025-06-15,6,6,12,Technology,Apple is really specs,neutral,0.17,743,123,18,31,172
3118,2025-03-08,3,5,12,Food,"BBQ today, and it was not fresh",negative,-0.61,241,55,8,6,69
3119,2025-04-21,4,0,18,Social,Just experienced environment - support!,positive,0.75,8932,1565,571,92,2228
3120,2025-03-01,3,5,14,Entertainment,Just experienced game - premiere!,neutral,-0.09,30055,1124,203,239,1566
3121,2025-05-24,5,5,19,Technology,Anyone else think 5G is exciting?,positive,0.91,416,15,7,3,25
3122,2025-04-10,4,3,21,Entertainment,Can we talk about concert? amazing,positive,0.32,322,73,20,16,109
3123,2025-03-06,3,3,19,Finance,"economy today, and it was rally",positive,0.85,2928,560,174,39,773
3124,2025-04-06,4,6,13,Finance,Can we talk about economy? volatile,negative,-0.44,535,94,19,6,119
3125,2025-06-26,6,3,18,Entertainment,Just experienced concert - box office!,neutral,-0.18,829,102,33,9,144
3126,2025-04-03,4,3,15,Entertainment,My thoughts on anime: waste of time,negative,-0.6,4814,1148,310,117,1575
3127,2025-05-23,5,4,15,Technology,"Apple today, and it was exciting",positive,0.54,24,0,0,0,0
3128,2025-01-04,1,5,17,Technology,AI is really specs,neutral,0.06,15315,3171,938,480,4589
3129,2025-03-27,3,3,11,Food,Just experienced hotpot - must-try!,positive,0.73,1268,125,60,15,200
3130,2025-01-20,1,0,6,Finance,Can we talk about crypto? volatile,negative,-0.89,481,41,13,2,56
3131,2025-03-06,3,3,8,Food,My thoughts on hotpot: not fresh,negative,-0.46,917,228,87,12,327
3132,2025-06-06,6,4,18,Entertainment,Marvel is really release,neutral,-0.07,1017,286,72,61,419
3133,2025-02-16,2,6,13,Entertainment,"Disney today, and it was box office",neutral,-0.23,34,7,1,1,9
3134,2025-02-10,2,0,21,Social,"inflation today, and it was hopeful",positive,0.7,21804,5882,2732,1206,9820
3135,2025-04-24,4,3,20,Technology,Anyone else think chip is launch?,neutral,0.25,1191,225,36,60,321
3136,2025-04-30,4,2,19,Technology,Can we talk about 5G? leading,positive,0.73,2659,547,99,137,783
3137,2025-05-22,5,3,19,Technology,My thoughts on Tesla: launch,neutral,-0.06,7354,1540,688,341,2569
3138,2025-03-30,3,6,15,Finance,"bitcoin today, and it was wealth",positive,0.63,142,22,10,3,35
3139,2025-05-08,5,3,18,Finance,crypto is really portfolio,neutral,-0.14,2826,70,17,6,93
3140,2025-03-09,3,6,18,Finance,Can we talk about investment? analysis,neutral,0.19,642,143,43,30,216
3141,2025-01-21,1,1,13,Entertainment,"Disney today, and it was masterpiece",positive,0.98,5964,663,289,167,1119
3142,2025-06-13,6,4,20,Entertainment,Can we talk about Netflix? waste of time,negative,-0.55,15,0,0,0,0
3143,2025-05-15,5,3,14,Entertainment,Just experienced Marvel - waste of time!,negative,-0.52,899,168,37,17,222
3144,2025-01-09,1,3,13,Entertainment,My thoughts on Netflix: masterpiece,positive,0.5,328,76,22,3,101
3145,2025-02-17,2,0,18,Social,"transport today, and it was positive",positive,0.71,2603,570,84,86,740
3146,2025-01-08,1,2,14,Entertainment,Just experienced Disney - rating!,neutral,0.19,2807,414,117,26,557
3147,2025-06-30,6,0,10,Technology,My thoughts on AI: great,positive,0.87,266,22,2,1,25
3148,2025-03-16,3,6,14,Entertainment,"anime today, and it was disappointing",negative,-0.86,263,73,20,15,108
3149,2025-02-04,2,1,21,Social,My thoughts on inflation: discussion,neutral,-0.15,878,238,42,58,338
3150,2025-05-28,5,2,8,Entertainment,Netflix is really amazing,positive,0.8,182,16,6,1,23
3151,2025-01-29,1,2,15,Technology,My thoughts on Huawei: poor quality,negative,-0.44,5907,1227,415,96,1738
3152,2025-02-21,2,4,6,Food,My thoughts on coffee: hidden gem,positive,0.74,524,84,41,22,147
3153,2025-04-06,4,6,12,Entertainment,game is really must-watch,positive,0.9,3,0,0,0,0
3154,2025-02-17,2,0,22,Food,Can we talk about street food? must-try,positive,0.59,518,119,13,17,149
3155,2025-06-29,6,6,11,Entertainment,My thoughts on movie: disappointing,negative,-0.94,137,22,10,6,38
3156,2025-02-18,2,1,22,Technology,Just experienced AI - update!,neutral,-0.23,41,6,1,1,8
3157,2025-03-05,3,2,16,Food,Just experienced street food - price!,neutral,0.25,92,14,6,2,22
3158,2025-06-10,6,1,9,Food,Just experienced coffee - overpriced!,negative,-0.47,1364,331,86,69,486
3159,2025-04-27,4,6,15,Food,Can we talk about hotpot? wait time,neutral,-0.28,15635,2549,1031,561,4141
3160,2025-05-13,5,1,16,Entertainment,"concert today, and it was release",neutral,-0.16,2051,520,125,53,698
3161,2025-05-03,5,5,9,Social,Just experienced environment - report!,neutral,0.07,326,20,2,1,23
3162,2025-03-07,3,4,22,Food,"BBQ today, and it was not fresh",negative,-0.44,2729,221,105,34,360
3163,2025-05-22,5,3,12,Entertainment,Can we talk about game? waste of time,negative,-0.38,437,75,24,9,108
3164,2025-04-06,4,6,10,Technology,Anyone else think Huawei is price?,neutral,0.08,273,37,16,9,62
3165,2025-06-16,6,0,18,Entertainment,Just experienced movie - waste of time!,negative,-0.89,108,2,0,0,2
3166,2025-04-02,4,2,6,Entertainment,"Netflix today, and it was classic",positive,0.94,32,8,2,0,10
3167,2025-04-01,4,1,11,Food,"street food today, and it was hidden gem",positive,0.38,502,45,18,2,65
3168,2025-06-10,6,1,16,Social,health is really improvement,positive,0.4,1504,280,52,53,385
3169,2025-02-05,2,2,18,Technology,Apple is really leading,positive,0.96,903,192,77,42,311
3170,2025-06-27,6,4,17,Food,Just experienced boba tea - hidden gem!,positive,0.91,477,9,1,2,12
3171,2025-05-05,5,0,22,Entertainment,My thoughts on concert: incredible,positive,0.55,165,30,13,5,48
3172,2025-01-27,1,0,10,Food,Anyone else think boba tea is amazing?,positive,0.47,3701,439,58,39,536
3173,2025-02-03,2,0,16,Food,"BBQ today, and it was fresh",positive,0.95,78,14,6,1,21
3174,2025-05-16,5,4,16,Technology,Anyone else think internet is leading?,positive,0.59,5177,1227,447,85,1759
3175,2025-06-08,6,6,20,Social,"education today, and it was hopeful",positive,0.6,147,15,3,3,21
3176,2025-03-14,3,4,16,Entertainment,Can we talk about movie? rating,neutral,0.01,243,43,6,9,58
3177,2025-03-16,3,6,19,Finance,economy is really bearish,negative,-0.8,58,1,0,0,1
3178,2025-05-11,5,6,10,Social,Can we talk about pension? support,positive,0.9,402,63,27,11,101
3179,2025-04-26,4,5,11,Social,Can we talk about environment? difficult,negative,-0.46,7712,1480,700,174,2354
3180,2025-02-07,2,4,13,Entertainment,Just experienced concert - trailer!,neutral,0.01,3075,790,311,199,1300
3181,2025-03-14,3,4,15,Entertainment,Just experienced movie - disappointing!,negative,-0.96,7760,2044,934,408,3386
3182,2025-01-28,1,1,16,Social,Anyone else think inflation is positive?,positive,0.93,3115,425,65,93,583
3183,2025-05-31,5,5,20,Finance,My thoughts on stocks: trading,neutral,-0.1,120,8,3,2,13
3184,2025-02-01,2,5,21,Entertainment,Anyone else think Netflix is amazing?,positive,0.56,565,133,61,39,233
3185,2025-04-05,4,5,9,Technology,Can we talk about AI? disappointing,negative,-0.34,230,65,24,6,95
3186,2025-04-04,4,4,17,Entertainment,Just experienced movie - rating!,neutral,-0.13,15695,1688,331,206,2225
3187,2025-04-19,4,5,12,Social,Can we talk about inflation? progress,positive,0.97,100,29,13,6,48
3188,2025-01-14,1,1,6,Entertainment,Anyone else think anime is box office?,neutral,-0.05,6551,1130,466,157,1753
3189,2025-01-14,1,1,16,Entertainment,"movie today, and it was release",neutral,0.0,6541,622,81,44,747
3190,2025-03-01,3,5,13,Social,education is really anxious,negative,-0.68,42584,3180,1025,864,5069
3191,2025-05-13,5,1,6,Food,My thoughts on hotpot: review,neutral,0.05,483,142,45,30,217
3192,2025-01-24,1,4,11,Food,Can we talk about dessert? must-try,positive,0.72,4558,188,82,17,287
3193,2025-03-02,3,6,21,Entertainment,"Disney today, and it was classic",positive,0.78,105166,22632,10776,3583,36991
3194,2025-04-25,4,4,8,Social,Just experienced pension - hopeful!,positive,0.69,318,51,24,15,90
3195,2025-04-26,4,5,20,Social,"environment today, and it was expensive",negative,-0.33,50,8,3,1,12
3196,2025-05-20,5,1,15,Entertainment,Can we talk about Netflix? classic,positive,0.82,25,1,0,0,1
3197,2025-04-16,4,2,23,Technology,My thoughts on 5G: price,neutral,-0.13,4561,451,198,51,700
3198,2025-04-22,4,1,16,Technology,self-driving is really price,neutral,0.06,25,3,0,0,3
3199,2025-03-19,3,2,22,Social,"work-life today, and it was data",neutral,0.19,520,46,15,5,66
3200,2025-05-26,5,0,16,Entertainment,Can we talk about anime? incredible,positive,0.45,2629,496,116,36,648
3201,2025-03-13,3,3,6,Entertainment,Can we talk about Disney? boring,negative,-0.86,1588,20,3,2,25
3202,2025-04-18,4,4,9,Finance,My thoughts on bitcoin: forecast,neutral,-0.07,2568,522,220,34,776
3203,2025-06-16,6,0,18,Social,housing is really unfair,negative,-0.53,1710,329,148,27,504
3204,2025-05-05,5,0,18,Social,Just experienced pension - positive!,positive,0.45,14153,3043,1245,192,4480
3205,2025-06-30,6,0,22,Social,"inflation today, and it was positive",positive,0.94,163,43,13,5,61
3206,2025-03-25,3,1,17,Technology,Can we talk about chip? update,neutral,-0.07,283,58,16,8,82
3207,2025-04-01,4,1,18,Finance,My thoughts on investment: crash,negative,-0.96,233,25,10,2,37
3208,2025-03-09,3,6,20,Social,My thoughts on environment: expensive,negative,-0.34,5769,417,110,44,571
3209,2025-03-06,3,3,10,Technology,Can we talk about phone? buggy,negative,-0.86,6639,1605,274,104,1983
3210,2025-01-26,1,6,8,Technology,My thoughts on internet: launch,neutral,-0.03,2703,705,109,79,893
3211,2025-04-15,4,1,23,Social,"transport today, and it was improvement",positive,0.86,11695,1385,194,146,1725
3212,2025-02-17,2,0,19,Entertainment,Anyone else think game is boring?,negative,-0.36,103,22,6,6,34
3213,2025-06-27,6,4,12,Entertainment,Netflix is really box office,neutral,0.1,30774,6703,2760,551,10014
3214,2025-04-04,4,4,17,Social,Just experienced education - positive!,positive,0.33,23074,1241,423,226,1890
3215,2025-06-03,6,1,11,Entertainment,Can we talk about Marvel? box office,neutral,-0.08,4775,76,33,12,121
3216,2025-05-09,5,4,6,Entertainment,Just experienced movie - waste of time!,negative,-0.85,38700,9608,1132,2743,13483
3217,2025-04-20,4,6,10,Social,Anyone else think transport is stressful?,negative,-0.85,39,1,0,0,1
3218,2025-02-21,2,4,13,Technology,My thoughts on 5G: buggy,negative,-0.44,384,95,13,28,136
3219,2025-04-24,4,3,19,Food,Can we talk about BBQ? delicious,positive,0.73,251,23,9,2,34
3220,2025-01-23,1,3,6,Entertainment,Just experienced concert - classic!,positive,0.44,4642,1263,615,170,2048
3221,2025-04-18,4,4,13,Entertainment,My thoughts on game: masterpiece,positive,0.54,134,19,2,1,22
3222,2025-03-22,3,5,19,Entertainment,Anyone else think movie is trailer?,neutral,-0.03,4988,212,21,61,294
3223,2025-01-20,1,0,22,Social,"health today, and it was support",positive,0.62,17001,3979,1944,281,6204
3224,2025-03-03,3,0,13,Technology,Anyone else think robot is great?,positive,0.87,4404,510,213,98,821
3225,2025-03-14,3,4,19,Finance,Just experienced economy - portfolio!,neutral,-0.14,1934,431,163,125,719
3226,2025-01-28,1,1,11,Entertainment,My thoughts on Marvel: rating,neutral,-0.19,152,32,6,2,40
3227,2025-06-25,6,2,7,Entertainment,Anyone else think Marvel is masterpiece?,positive,0.74,201,21,3,1,25
3228,2025-05-20,5,1,13,Entertainment,Anyone else think movie is rating?,neutral,0.13,13349,2086,858,155,3099
3229,2025-04-17,4,3,17,Technology,Can we talk about GPT? great,positive,0.46,5211,359,70,46,475
3230,2025-05-19,5,0,14,Social,Anyone else think health is improvement?,positive,0.7,1014,274,40,66,380
3231,2025-04-29,4,1,7,Technology,Just experienced blockchain - features!,neutral,-0.21,475,6,2,0,8
3232,2025-06-24,6,1,21,Technology,Anyone else think GPT is exciting?,positive,0.42,19,4,0,0,4
3233,2025-04-27,4,6,9,Technology,"chip today, and it was poor quality",negative,-0.63,128,15,4,0,19
3234,2025-06-29,6,6,17,Entertainment,Anyone else think Netflix is premiere?,neutral,-0.16,50153,1507,185,206,1898
3235,2025-06-16,6,0,18,Food,My thoughts on dessert: bad service,negative,-0.83,84,2,0,0,2
3236,2025-01-12,1,6,15,Entertainment,"Marvel today, and it was waste of time",negative,-0.49,1601,195,74,48,317
3237,2025-04-05,4,5,18,Food,street food is really location,neutral,0.04,8224,1196,437,314,1947
3238,2025-05-01,5,3,11,Food,Can we talk about coffee? must-try,positive,0.91,89,14,5,2,21
3239,2025-06-11,6,2,8,Entertainment,anime is really terrible,negative,-0.47,1586,318,131,81,530
3240,2025-06-05,6,3,6,Technology,Just experienced GPT - disappointing!,negative,-0.98,7156,1910,792,303,3005
3241,2025-04-30,4,2,21,Social,Can we talk about health? hopeful,positive,0.35,1124,27,12,8,47
3242,2025-06-21,6,5,21,Social,"health today, and it was report",neutral,0.26,340035,69171,21412,11498,102081
3243,2025-06-28,6,5,9,Food,Just experienced boba tea - review!,neutral,-0.02,38,4,0,1,5
3244,2025-05-06,5,1,17,Social,Anyone else think inflation is expensive?,negative,-0.7,9112,1279,453,371,2103
3245,2025-02-08,2,5,9,Entertainment,Anyone else think movie is premiere?,neutral,0.19,776,16,7,4,27
3246,2025-06-19,6,3,11,Food,street food is really hidden gem,positive,0.95,5135,735,156,134,1025
3247,2025-03-10,3,0,21,Entertainment,Can we talk about movie? must-watch,positive,0.63,2650,702,273,108,1083
3248,2025-05-08,5,3,21,Technology,"Xiaomi today, and it was disappointing",negative,-0.66,253,21,5,6,32
3249,2025-03-20,3,3,21,Entertainment,"Marvel today, and it was masterpiece",positive,0.76,1733,125,24,18,167
3250,2025-01-16,1,3,9,Finance,stocks is really profit,positive,0.73,26,5,2,0,7
3251,2025-05-30,5,4,7,Technology,Just experienced robot - review!,neutral,0.04,3664,647,119,71,837
3252,2025-03-24,3,0,21,Technology,"internet today, and it was exciting",positive,0.45,1990,390,121,69,580
3253,2025-01-14,1,1,21,Entertainment,Can we talk about concert? must-watch,positive,0.78,3933,194,71,47,312
3254,2025-06-20,6,4,20,Entertainment,Just experienced concert - boring!,negative,-0.72,9101,1646,355,233,2234
3255,2025-04-23,4,2,6,Technology,Xiaomi is really update,neutral,-0.17,2287,450,136,60,646
3256,2025-06-14,6,5,21,Finance,Can we talk about economy? recession,negative,-0.74,1474,291,65,84,440
3257,2025-01-19,1,6,16,Finance,"stocks today, and it was analysis",neutral,-0.12,188,51,18,5,74
3258,2025-05-07,5,2,20,Technology,Anyone else think Apple is amazing?,positive,0.78,263,29,12,2,43
3259,2025-06-29,6,6,19,Technology,"Huawei today, and it was overpriced",negative,-0.73,11771,3035,850,419,4304
3260,2025-05-18,5,6,6,Technology,AI is really overhyped,negative,-0.93,19393,2317,997,382,3696
3261,2025-03-11,3,1,14,Finance,Can we talk about stocks? recession,negative,-0.6,681,51,23,10,84
3262,2025-05-05,5,0,12,Entertainment,Anyone else think movie is amazing?,positive,0.51,1202,283,95,32,410
3263,2025-05-15,5,3,19,Entertainment,movie is really release,neutral,-0.24,179,43,12,11,66
3264,2025-06-10,6,1,16,Social,Anyone else think education is analysis?,neutral,0.28,11447,2060,510,603,3173
3265,2025-03-25,3,1,20,Technology,"blockchain today, and it was amazing",positive,0.37,4149,903,103,87,1093
3266,2025-06-25,6,2,16,Entertainment,Just experienced Netflix - must-watch!,positive,0.5,53233,3023,528,780,4331
3267,2025-03-01,3,5,11,Food,hotpot is really must-try,positive,0.97,189,20,4,2,26
3268,2025-01-22,1,2,14,Technology,Can we talk about Huawei? breakthrough,positive,0.89,514,117,23,14,154
3269,2025-01-13,1,0,13,Entertainment,"game today, and it was rating",neutral,-0.02,1742,381,45,23,449
3270,2025-04-02,4,2,14,Food,Just experienced hotpot - not fresh!,negative,-0.6,3995,165,29,13,207
3271,2025-02-12,2,2,8,Social,Anyone else think housing is discussion?,neutral,0.25,712,67,9,9,85
3272,2025-01-22,1,2,9,Entertainment,"game today, and it was must-watch",positive,0.48,191,31,14,4,49
3273,2025-01-04,1,5,8,Technology,My thoughts on phone: launch,neutral,0.14,6392,324,76,92,492
3274,2025-06-06,6,4,11,Entertainment,Can we talk about Marvel? terrible,negative,-0.69,4639,179,44,30,253
3275,2025-01-22,1,2,9,Social,environment is really survey,neutral,-0.19,175,43,19,9,71
3276,2025-01-29,1,2,22,Social,"environment today, and it was hopeful",positive,0.38,16496,1524,610,158,2292
3277,2025-01-31,1,4,6,Food,My thoughts on dessert: review,neutral,-0.19,11388,1053,176,137,1366
3278,2025-01-11,1,5,15,Food,Anyone else think hotpot is menu?,neutral,-0.03,1434,77,26,13,116
3279,2025-04-04,4,4,10,Finance,"investment today, and it was volatile",negative,-0.73,1285,245,77,54,376
3280,2025-04-28,4,0,9,Entertainment,"movie today, and it was trailer",neutral,0.1,3321,887,204,178,1269
3281,2025-03-22,3,5,6,Food,Can we talk about street food? hidden gem,positive,0.39,195,12,1,0,13
3282,2025-02-25,2,1,11,Food,Just experienced dessert - amazing!,positive,0.92,1164,46,12,12,70
3283,2025-01-04,1,5,14,Food,dessert is really amazing,positive,0.95,14,3,0,0,3
3284,2025-02-10,2,0,14,Entertainment,My thoughts on Netflix: release,neutral,0.08,6329,81,12,9,102
3285,2025-05-02,5,4,12,Technology,My thoughts on self-driving: disappointing,negative,-0.43,48,5,1,0,6
3286,2025-05-01,5,3,21,Social,Anyone else think work-life is difficult?,negative,-0.5,22177,2166,1058,487,3711
3287,2025-03-16,3,6,12,Entertainment,Just experienced anime - masterpiece!,positive,0.42,566,144,17,15,176
3288,2025-06-03,6,1,15,Social,Can we talk about education? discussion,neutral,0.11,718,155,46,43,244
3289,2025-03-30,3,6,23,Finance,bitcoin is really portfolio,neutral,-0.19,312,29,3,6,38
3290,2025-03-01,3,5,23,Social,work-life is really positive,positive,0.83,616,109,24,10,143
3291,2025-06-21,6,5,19,Social,pension is really data,neutral,0.09,18714,3587,1473,591,5651
3292,2025-03-01,3,5,13,Social,Anyone else think health is expensive?,negative,-0.87,7,0,0,0,0
3293,2025-01-21,1,1,8,Technology,Can we talk about robot? overpriced,negative,-0.95,14100,3107,1157,616,4880
